Timestamp,latitude,longitude,altitude,speed,course,hacc
07-Oct-2023 18:09:19.286,32.72801,-97.11295,187.472,0,0,35
07-Oct-2023 18:09:25.887,32.72791,-97.11288,185.511,0,0,35
07-Oct-2023 18:09:27.564,32.72795,-97.11294,185.403,0,0,35
07-Oct-2023 18:09:34.183,32.72769,-97.11296,185.702,0,0,47.757
07-Oct-2023 18:09:35.000,32.72729,-97.1124,251.142,2.01,126.211,41.047
07-Oct-2023 18:09:36.000,32.72738,-97.11244,244.545,1.23,32.344,28.81
07-Oct-2023 18:09:37.000,32.72739,-97.11246,245.64,1.11,0,12.309
07-Oct-2023 18:09:38.000,32.72759,-97.11244,230.139,1.23,131.484,5.976
07-Oct-2023 18:09:39.000,32.72761,-97.11243,228.061,1.2,0,4.796
07-Oct-2023 18:09:40.000,32.72759,-97.11242,223.655,1.2,157.5,4.519
07-Oct-2023 18:09:41.000,32.72759,-97.11242,222.71,1.01,147.305,4.498
07-Oct-2023 18:09:42.000,32.72758,-97.11241,222.695,0.93,163.125,4.46
07-Oct-2023 18:09:43.000,32.72757,-97.11241,222.029,1.01,158.203,4.484
07-Oct-2023 18:09:44.000,32.72757,-97.11241,222.13,1.07,151.875,4.484
07-Oct-2023 18:09:45.000,32.72757,-97.11241,221.191,1.07,146.25,4.45
07-Oct-2023 18:09:46.000,32.72757,-97.11241,221.642,1.07,142.383,4.457
07-Oct-2023 18:09:47.000,32.72756,-97.11241,220.64,0.99,143.789,4.45
07-Oct-2023 18:09:48.000,32.72756,-97.11241,220.082,1.11,144.844,4.437
07-Oct-2023 18:09:49.000,32.72756,-97.11242,219.477,0.69,156.445,4.505
07-Oct-2023 18:09:50.000,32.72756,-97.11243,218.827,0.69,165.938,4.527
07-Oct-2023 18:09:51.000,32.72756,-97.11243,219.237,0.69,168.75,4.631
07-Oct-2023 18:09:52.000,32.72755,-97.11244,218.458,0.94,166.289,4.671
07-Oct-2023 18:09:53.000,32.72756,-97.11232,231.524,0.853,162.931,4.714
07-Oct-2023 18:09:54.000,32.72755,-97.11232,230.72,0.472,187.884,4.716
07-Oct-2023 18:09:55.000,32.72754,-97.11231,230.987,0.62,183.732,4.718
07-Oct-2023 18:09:56.000,32.72753,-97.11232,230.501,0.698,189.5,4.721
07-Oct-2023 18:09:57.000,32.72752,-97.11233,230.347,0.932,196.168,4.723
07-Oct-2023 18:09:58.000,32.7275,-97.11234,230.055,0.994,194.259,4.725
07-Oct-2023 18:09:59.000,32.72749,-97.11234,230.054,1.01,186.729,4.729
07-Oct-2023 18:10:00.000,32.72747,-97.11236,227.165,1.048,196.506,4.688
07-Oct-2023 18:10:01.000,32.72747,-97.11237,227.046,0.698,208.8,4.687
07-Oct-2023 18:10:02.000,32.72746,-97.11237,227.345,1.03,200.322,4.686
07-Oct-2023 18:10:03.000,32.72744,-97.11238,227.03,1.34,199.571,4.685
07-Oct-2023 18:10:04.000,32.72743,-97.11239,227.025,1.28,201.151,4.686
07-Oct-2023 18:10:05.000,32.72742,-97.1124,226.436,1.234,197.735,4.684
07-Oct-2023 18:10:06.000,32.72742,-97.1124,226.283,0.952,191.703,4.687
07-Oct-2023 18:10:07.000,32.72741,-97.11241,226.805,1.171,200.809,4.688
07-Oct-2023 18:10:08.000,32.7274,-97.11242,227.204,1.103,196.589,4.691
07-Oct-2023 18:10:09.000,32.72739,-97.11242,226.705,0.878,194.133,4.693
07-Oct-2023 18:10:10.000,32.72738,-97.11243,226.341,0.66,194.846,4.694
07-Oct-2023 18:10:11.000,32.72737,-97.11244,225.374,1.002,197.098,4.694
07-Oct-2023 18:10:12.000,32.72736,-97.11244,225.141,1.012,197.027,4.696
07-Oct-2023 18:10:13.000,32.72735,-97.11245,225.046,0.917,197.086,4.695
07-Oct-2023 18:10:14.000,32.72734,-97.11246,224.61,0.813,202.798,4.696
07-Oct-2023 18:10:15.000,32.72733,-97.11247,224.615,0.864,194.113,4.696
07-Oct-2023 18:10:16.000,32.72732,-97.11248,224.585,0.882,189.594,4.697
07-Oct-2023 18:10:17.000,32.72731,-97.11249,224.079,1.246,191.623,4.695
07-Oct-2023 18:10:18.000,32.7273,-97.11249,223.68,1.13,191.168,4.699
07-Oct-2023 18:10:19.000,32.72729,-97.1125,223.049,0.867,190.268,4.7
07-Oct-2023 18:10:20.000,32.72729,-97.11251,223.03,0.834,194.752,4.7
07-Oct-2023 18:10:21.000,32.72727,-97.11252,222.423,1.133,196.594,4.701
07-Oct-2023 18:10:22.000,32.72726,-97.11253,221.919,1.233,203.641,4.703
07-Oct-2023 18:10:23.000,32.72725,-97.11254,221.189,1.084,200.576,4.705
07-Oct-2023 18:10:24.000,32.72724,-97.11255,220.654,1.162,196.216,4.706
07-Oct-2023 18:10:25.000,32.72723,-97.11255,220.171,1.086,194.689,4.707
07-Oct-2023 18:10:26.000,32.72722,-97.11257,219.06,1.172,198.221,4.707
07-Oct-2023 18:10:27.000,32.72721,-97.11258,218.812,1.273,197.904,4.709
07-Oct-2023 18:10:28.000,32.7272,-97.11258,218.466,1.059,199.521,4.709
07-Oct-2023 18:10:29.000,32.72719,-97.1126,217.634,1.154,202.199,4.71
07-Oct-2023 18:10:30.000,32.72718,-97.1126,216.798,1.235,198.125,4.71
07-Oct-2023 18:10:31.000,32.72717,-97.11261,215.993,1.257,199.2,4.71
07-Oct-2023 18:10:32.000,32.72716,-97.11262,215.452,1.198,191.471,4.712
07-Oct-2023 18:10:33.000,32.72716,-97.11263,214.502,1.162,191.234,4.714
07-Oct-2023 18:10:34.000,32.72715,-97.11264,213.638,1.139,197.619,4.715
07-Oct-2023 18:10:35.000,32.72714,-97.11265,213.08,1.189,196.85,4.712
07-Oct-2023 18:10:36.000,32.72713,-97.11266,212.454,1.095,198.284,4.711
07-Oct-2023 18:10:37.000,32.72712,-97.11266,212.087,1.183,201.583,4.713
07-Oct-2023 18:10:38.000,32.72711,-97.11266,211.5,1.188,192.458,4.714
07-Oct-2023 18:10:39.000,32.7271,-97.11267,210.915,1.204,200.921,4.714
07-Oct-2023 18:10:40.000,32.72709,-97.11268,210.478,1.2,213.669,4.713
07-Oct-2023 18:10:41.000,32.72708,-97.11269,210.17,1.21,204.914,4.713
07-Oct-2023 18:10:42.000,32.72707,-97.11269,210.192,1.166,204.758,4.714
07-Oct-2023 18:10:43.000,32.72706,-97.1127,209.884,1.167,194.896,4.715
07-Oct-2023 18:10:44.000,32.72705,-97.1127,209.554,1.271,190.251,4.714
07-Oct-2023 18:10:45.000,32.72704,-97.1127,209.469,1.235,191.702,4.715
07-Oct-2023 18:10:46.000,32.72703,-97.11271,208.856,1.165,191.763,4.714
07-Oct-2023 18:10:47.000,32.72702,-97.11271,208.23,1.183,191.601,4.715
07-Oct-2023 18:10:48.000,32.72701,-97.11272,207.971,1.212,192.869,4.715
07-Oct-2023 18:10:49.000,32.727,-97.11272,207.456,1.164,196.968,4.715
07-Oct-2023 18:10:50.000,32.72699,-97.11273,206.94,1.27,195.582,4.714
07-Oct-2023 18:10:51.000,32.72697,-97.11273,206.656,1.312,192.908,4.715
07-Oct-2023 18:10:52.000,32.72696,-97.11274,206.053,1.24,190.797,4.716
07-Oct-2023 18:10:53.000,32.72695,-97.11275,205.76,1.263,197.564,4.715
07-Oct-2023 18:10:54.000,32.72695,-97.11275,205.226,1.094,196.671,4.717
07-Oct-2023 18:10:55.000,32.72694,-97.11276,204.661,1.175,199.479,4.717
07-Oct-2023 18:10:56.000,32.72693,-97.11277,204.7,1.23,199.729,4.717
07-Oct-2023 18:10:57.000,32.72692,-97.11278,203.994,1.175,198.728,4.717
07-Oct-2023 18:10:58.000,32.72691,-97.11279,203.27,1.239,198.99,4.719
07-Oct-2023 18:10:59.000,32.7269,-97.1128,202.61,1.203,202.748,4.717
07-Oct-2023 18:11:00.000,32.72689,-97.11281,202.157,1.176,203.407,4.714
07-Oct-2023 18:11:01.000,32.72689,-97.11281,201.749,1.166,199.209,4.713
07-Oct-2023 18:11:02.000,32.72688,-97.11282,201.167,1.108,195.903,4.704
07-Oct-2023 18:11:03.000,32.72687,-97.11282,200.82,0.877,201.883,4.708
07-Oct-2023 18:11:04.000,32.72687,-97.11283,199.868,0.683,200.632,4.711
07-Oct-2023 18:11:05.000,32.72686,-97.11284,198.535,0.898,203.243,4.712
07-Oct-2023 18:11:06.000,32.72685,-97.11285,197.834,0.885,210.582,4.713
07-Oct-2023 18:11:07.000,32.72685,-97.11285,197.58,0.792,207.346,4.714
07-Oct-2023 18:11:08.000,32.72684,-97.11286,196.965,1.035,204.139,4.714
07-Oct-2023 18:11:09.000,32.72683,-97.11286,196.93,1.035,200.402,4.714
07-Oct-2023 18:11:10.000,32.72682,-97.11287,196.928,0.82,203.114,4.714
07-Oct-2023 18:11:11.000,32.72682,-97.11287,196.525,0.632,202.42,4.713
07-Oct-2023 18:11:12.000,32.72681,-97.11287,196.209,0.613,205.035,4.714
07-Oct-2023 18:11:13.000,32.7268,-97.11288,195.62,0.742,204.45,4.715
07-Oct-2023 18:11:14.000,32.72679,-97.11288,195.005,0.801,203.472,4.716
07-Oct-2023 18:11:15.000,32.72679,-97.11289,194.123,0.793,199.597,4.716
07-Oct-2023 18:11:16.000,32.72678,-97.11289,193.727,1.051,196.095,4.717
07-Oct-2023 18:11:17.000,32.72677,-97.11289,193.019,1.067,193.341,4.717
07-Oct-2023 18:11:18.000,32.72676,-97.1129,193.282,1.138,191.552,4.717
07-Oct-2023 18:11:19.000,32.72675,-97.1129,192.867,1.175,204.326,4.718
07-Oct-2023 18:11:20.000,32.72674,-97.11292,192.61,1.157,214.652,4.718
07-Oct-2023 18:11:21.000,32.72673,-97.11293,192.286,1.128,222.296,4.718
07-Oct-2023 18:11:22.000,32.72673,-97.11293,189.958,0.781,209.587,4.727
07-Oct-2023 18:11:23.000,32.72673,-97.11293,188.894,0.639,178.22,4.733
07-Oct-2023 18:11:24.000,32.72673,-97.11292,187.666,0.519,139.583,4.737
07-Oct-2023 18:11:25.000,32.72673,-97.11292,186.794,0.681,109.938,4.737
07-Oct-2023 18:11:26.000,32.72674,-97.11291,185.786,0.763,88.695,4.736
07-Oct-2023 18:11:27.000,32.72675,-97.11291,185.229,0.606,63.295,4.736
07-Oct-2023 18:11:28.000,32.72675,-97.11291,184.996,0.908,60.965,4.738
07-Oct-2023 18:11:29.000,32.72675,-97.1129,184.805,0.785,78.154,4.739
07-Oct-2023 18:11:30.000,32.72675,-97.11289,184.47,0.71,106.187,4.738
07-Oct-2023 18:11:31.000,32.72674,-97.11288,184.911,1.107,113.308,4.74
07-Oct-2023 18:11:32.000,32.72674,-97.11287,184.621,1.057,119.148,4.74
07-Oct-2023 18:11:33.000,32.72673,-97.11286,184.283,0.994,121.501,4.741
07-Oct-2023 18:11:34.000,32.72673,-97.11286,183.964,0.945,121.392,4.74
07-Oct-2023 18:11:35.000,32.72673,-97.11286,183.814,0.749,125.689,4.738
07-Oct-2023 18:11:36.000,32.72673,-97.11285,183.493,0.485,114.314,4.736
07-Oct-2023 18:11:37.000,32.72673,-97.11286,183.524,0.078,112.3,4.738
07-Oct-2023 18:11:38.000,32.72674,-97.11287,183.191,0.083,112.3,4.742
07-Oct-2023 18:11:39.000,32.72674,-97.11288,183.028,0.113,112.3,4.742
07-Oct-2023 18:11:40.000,32.72675,-97.11289,182.814,0.131,112.3,4.742
07-Oct-2023 18:11:41.000,32.72675,-97.11291,182.829,0.126,112.3,4.741
07-Oct-2023 18:11:42.000,32.72675,-97.11292,182.778,0.118,112.3,4.742
07-Oct-2023 18:11:43.000,32.72676,-97.11293,182.742,0.122,112.3,4.743
07-Oct-2023 18:11:44.000,32.72677,-97.11293,182.612,0.185,112.3,4.743
07-Oct-2023 18:11:45.000,32.72678,-97.11293,182.61,0.301,112.3,4.743
07-Oct-2023 18:11:46.000,32.72678,-97.11293,182.555,0.393,112.3,4.742
07-Oct-2023 18:11:47.000,32.7268,-97.11292,183.066,0.766,42.411,4.743
07-Oct-2023 18:11:48.000,32.72681,-97.11292,183.266,1.075,23.517,4.741
07-Oct-2023 18:11:49.000,32.72683,-97.11291,183.599,1.216,21.314,4.744
07-Oct-2023 18:11:50.000,32.72683,-97.11291,183.62,0.855,15.849,4.744
07-Oct-2023 18:11:51.000,32.72684,-97.11291,183.523,0.581,11.201,4.741
07-Oct-2023 18:11:52.000,32.72685,-97.11291,183.393,0.788,19.203,4.746
07-Oct-2023 18:11:53.000,32.72685,-97.11291,183.323,0.638,14.364,4.745
07-Oct-2023 18:11:54.000,32.72686,-97.11291,183.252,0.722,20.263,4.744
07-Oct-2023 18:11:55.000,32.72687,-97.1129,183.852,1.066,22.52,4.745
07-Oct-2023 18:11:56.000,32.72688,-97.1129,184.28,0.928,18.386,4.746
07-Oct-2023 18:11:57.000,32.72688,-97.1129,184.348,0.821,22.94,4.747
07-Oct-2023 18:11:58.000,32.72689,-97.11289,184.144,0.666,26.62,4.748
07-Oct-2023 18:11:59.000,32.7269,-97.11289,184.218,0.68,17.498,4.748
07-Oct-2023 18:12:00.000,32.72691,-97.11289,184.377,0.707,9.078,4.747
07-Oct-2023 18:12:01.000,32.72691,-97.1129,184.206,0.746,5.924,4.748
07-Oct-2023 18:12:02.000,32.72692,-97.11289,183.954,0.958,12.843,4.748
07-Oct-2023 18:12:03.000,32.72694,-97.11289,183.962,1.256,15.563,4.748
07-Oct-2023 18:12:04.000,32.72695,-97.11289,183.723,1.302,20.594,4.748
07-Oct-2023 18:12:05.000,32.72696,-97.11288,183.568,1.367,17.567,4.748
07-Oct-2023 18:12:06.000,32.72697,-97.11288,183.581,1.459,15.788,4.748
07-Oct-2023 18:12:07.000,32.72699,-97.11288,183.403,1.291,13.279,4.74
07-Oct-2023 18:12:08.000,32.727,-97.11288,183.155,1.219,15.996,4.739
07-Oct-2023 18:12:09.000,32.72701,-97.11287,183.026,1.36,15.446,4.746
07-Oct-2023 18:12:10.000,32.72702,-97.11287,182.979,1.319,13.663,4.747
07-Oct-2023 18:12:11.000,32.72703,-97.11287,182.956,1.286,12.813,4.747
07-Oct-2023 18:12:12.000,32.72704,-97.11286,182.782,1.199,15.03,4.747
07-Oct-2023 18:12:13.000,32.72706,-97.11286,182.808,1.165,16.076,4.748
07-Oct-2023 18:12:14.000,32.72706,-97.11286,182.615,1.077,19.405,4.749
07-Oct-2023 18:12:15.000,32.72708,-97.11285,182.622,1.152,19.45,4.748
07-Oct-2023 18:12:16.000,32.72709,-97.11285,182.523,1.166,19.297,4.748
07-Oct-2023 18:12:17.000,32.7271,-97.11285,182.433,1.156,19.753,4.748
07-Oct-2023 18:12:18.000,32.7271,-97.11284,182.478,0.929,23.142,4.748
07-Oct-2023 18:12:18.999,32.72711,-97.11284,182.242,1.054,19.777,4.748
07-Oct-2023 18:12:20.000,32.72712,-97.11284,182.226,1.103,16.814,4.749
07-Oct-2023 18:12:21.000,32.72713,-97.11283,181.887,0.93,21.931,4.748
07-Oct-2023 18:12:22.000,32.72714,-97.11283,181.632,1.116,21.003,4.748
07-Oct-2023 18:12:23.000,32.72715,-97.11282,181.489,1.056,22.664,4.749
07-Oct-2023 18:12:24.000,32.72716,-97.11282,181.343,1.075,24.29,4.748
07-Oct-2023 18:12:25.000,32.72718,-97.11282,181.086,1.108,22.268,4.749
07-Oct-2023 18:12:26.000,32.72719,-97.11281,180.866,1.227,21.397,4.75
07-Oct-2023 18:12:27.000,32.7272,-97.11281,180.922,1.258,20.465,4.749
07-Oct-2023 18:12:28.000,32.72722,-97.1128,180.909,1.332,21.161,4.743
07-Oct-2023 18:12:29.000,32.72723,-97.1128,180.907,1.417,17.022,4.745
07-Oct-2023 18:12:30.000,32.72725,-97.1128,180.851,1.461,13.347,4.747
07-Oct-2023 18:12:31.000,32.72726,-97.1128,180.499,1.263,10.715,4.739
07-Oct-2023 18:12:32.000,32.72727,-97.1128,180.465,1.395,11.165,4.744
