Timestamp,X,Y,Z
07-Oct-2023 23:51:45.874,-1.327889,2.411934,7.981103
07-Oct-2023 23:51:45.974,-1.965114,1.848057,8.44888
07-Oct-2023 23:51:46.075,-1.225651,1.695225,11.512859
07-Oct-2023 23:51:46.175,-2.721341,2.183958,8.170459
07-Oct-2023 23:51:46.276,-1.439706,1.597179,9.511072
07-Oct-2023 23:51:46.376,-2.01496,2.28904,9.123378
07-Oct-2023 23:51:46.477,1.00486,1.739383,8.493787
07-Oct-2023 23:51:46.577,1.997297,2.031875,9.742341
07-Oct-2023 23:51:46.678,4.366121,1.162034,11.207943
07-Oct-2023 23:51:46.778,1.373095,2.61132,7.844587
07-Oct-2023 23:51:46.879,0.767155,1.375639,8.952284
07-Oct-2023 23:51:46.979,2.078727,1.516796,6.965615
07-Oct-2023 23:51:47.080,1.474584,0.520019,11.592793
07-Oct-2023 23:51:47.180,2.574047,5.577252,14.914984
07-Oct-2023 23:51:47.281,7.398215,0.743953,13.922249
07-Oct-2023 23:51:47.381,-0.349373,-0.140857,-2.596051
07-Oct-2023 23:51:47.482,3.207979,1.585952,-2.20731
07-Oct-2023 23:51:47.582,10.016421,5.497917,7.209308
07-Oct-2023 23:51:47.683,11.9498,7.159911,11.91148
07-Oct-2023 23:51:47.783,6.143375,6.223758,6.759643
07-Oct-2023 23:51:47.884,1.222807,3.108735,2.709815
07-Oct-2023 23:51:47.984,2.412683,3.623665,5.132677
07-Oct-2023 23:51:48.085,19.931802,7.574848,21.014799
07-Oct-2023 23:51:48.185,2.843337,3.694767,4.178261
07-Oct-2023 23:51:48.286,2.336791,0.902773,-0.208965
07-Oct-2023 23:51:48.386,3.004253,1.778601,-0.306113
07-Oct-2023 23:51:48.487,11.390563,7.841294,5.209467
07-Oct-2023 23:51:48.587,8.690029,7.416178,13.641133
07-Oct-2023 23:51:48.688,3.016677,5.845794,3.588787
07-Oct-2023 23:51:48.788,-0.882714,1.964066,3.078049
07-Oct-2023 23:51:48.889,5.479655,7.79025,8.089328
07-Oct-2023 23:51:48.989,12.540023,8.435408,14.689703
07-Oct-2023 23:51:49.090,2.930905,2.622846,0.085323
07-Oct-2023 23:51:49.190,-0.113614,-0.378712,-2.545008
07-Oct-2023 23:51:49.291,13.754597,6.051765,7.973918
07-Oct-2023 23:51:49.391,7.215894,5.298831,19.628682
07-Oct-2023 23:51:49.492,-1.645378,4.868326,3.104544
07-Oct-2023 23:51:49.592,-3.891308,0.796643,3.379223
07-Oct-2023 23:51:49.693,6.139333,10.05055,14.786102
07-Oct-2023 23:51:49.793,7.861053,5.228328,13.365406
07-Oct-2023 23:51:49.894,4.314179,0.741259,-0.963397
07-Oct-2023 23:51:49.994,-2.177821,-0.863554,-6.020181
07-Oct-2023 23:51:50.095,15.119758,10.501861,7.399413
07-Oct-2023 23:51:50.195,7.096742,10.067016,15.648459
07-Oct-2023 23:51:50.296,-1.4186,4.842131,0.708477
07-Oct-2023 23:51:50.396,-3.193309,1.63505,2.216591
07-Oct-2023 23:51:50.497,10.083631,14.830709,12.324471
07-Oct-2023 23:51:50.597,5.1933,5.8187,12.110416
07-Oct-2023 23:51:50.698,2.819686,-0.226928,-2.201023
07-Oct-2023 23:51:50.798,1.382525,1.304238,-3.737727
07-Oct-2023 23:51:50.899,19.781065,12.294084,8.157586
07-Oct-2023 23:51:50.999,6.856043,10.355466,8.404124
