Timestamp,X,Y,Z
07-Oct-2023 23:54:35.387,-2.128574,1.754352,9.332194
07-Oct-2023 23:54:35.487,-2.847229,1.31262,8.557405
07-Oct-2023 23:54:35.588,-2.152673,1.455573,11.624527
07-Oct-2023 23:54:35.688,-1.657653,2.591411,5.791756
07-Oct-2023 23:54:35.789,1.379232,0.445324,11.486663
07-Oct-2023 23:54:35.889,4.007466,-0.29833,5.028194
07-Oct-2023 23:54:35.990,3.616629,-0.623753,4.727619
07-Oct-2023 23:54:36.090,7.918982,1.179697,10.631641
07-Oct-2023 23:54:36.191,12.845538,3.222948,5.072352
07-Oct-2023 23:54:36.291,13.20045,2.113904,2.259551
07-Oct-2023 23:54:36.392,11.541449,-3.570675,1.775608
07-Oct-2023 23:54:36.492,7.935448,-2.09684,7.381001
07-Oct-2023 23:54:36.593,10.706935,4.003575,-6.485863
07-Oct-2023 23:54:36.693,5.263205,-4.77522,6.575826
07-Oct-2023 23:54:36.794,6.783144,-12.158616,1.726061
07-Oct-2023 23:54:36.894,6.688691,-4.069438,2.022594
07-Oct-2023 23:54:36.995,6.166726,-6.995104,1.588197
07-Oct-2023 23:54:37.095,4.57823,-8.937015,2.353406
07-Oct-2023 23:54:37.196,3.309169,-5.494175,1.802103
07-Oct-2023 23:54:37.296,5.24644,-11.356434,-0.745001
07-Oct-2023 23:54:37.397,1.624572,-13.549823,-1.408721
07-Oct-2023 23:54:37.497,-1.17835,-10.273885,2.362088
07-Oct-2023 23:54:37.598,3.782634,-9.994716,3.801944
07-Oct-2023 23:54:37.698,-2.462679,-3.993845,1.893562
07-Oct-2023 23:54:37.799,12.808115,-14.59974,-8.170459
07-Oct-2023 23:54:37.899,1.59673,-15.682139,-4.700376
07-Oct-2023 23:54:38.000,-0.652343,-7.488328,1.495989
07-Oct-2023 23:54:38.100,4.114045,-8.10744,1.224603
07-Oct-2023 23:54:38.200,4.072431,-9.610764,4.075275
07-Oct-2023 23:54:38.301,2.137405,-7.73726,0.077988
07-Oct-2023 23:54:38.401,2.826871,-9.836196,0.010778
07-Oct-2023 23:54:38.502,7.236102,-13.070819,0.756976
07-Oct-2023 23:54:38.602,4.812642,-11.112741,-2.050286
07-Oct-2023 23:54:38.703,0.900976,-10.847942,2.588717
07-Oct-2023 23:54:38.803,3.798202,-8.46834,1.242117
07-Oct-2023 23:54:38.904,-1.21188,-5.521718,1.557062
07-Oct-2023 23:54:39.004,2.461182,-6.091882,-0.513133
07-Oct-2023 23:54:39.105,6.206394,-11.816877,-5.869744
07-Oct-2023 23:54:39.205,10.745854,-21.601579,-2.787204
07-Oct-2023 23:54:39.306,-4.926256,-0.169148,0.804427
07-Oct-2023 23:54:39.406,4.747228,-20.576661,5.331463
07-Oct-2023 23:54:39.507,3.394641,-7.154522,1.32714
07-Oct-2023 23:54:39.607,5.503905,-9.209,1.970502
07-Oct-2023 23:54:39.708,5.215604,-9.166339,2.444566
07-Oct-2023 23:54:39.808,7.770042,-11.696377,-0.130379
07-Oct-2023 23:54:39.909,4.908593,-11.609408,-2.606829
07-Oct-2023 23:54:40.009,3.04886,-11.09897,4.884044
07-Oct-2023 23:54:40.110,2.638264,-5.904771,2.14968
07-Oct-2023 23:54:40.210,-1.927542,-3.343447,3.926485
07-Oct-2023 23:54:40.311,8.528814,-18.001715,-17.347576
07-Oct-2023 23:54:40.411,-5.454807,-7.128027,0.988694
07-Oct-2023 23:54:40.512,-10.333012,-1.630559,9.346414
07-Oct-2023 23:54:40.612,9.722133,-19.045046,3.213967
07-Oct-2023 23:54:40.713,6.000572,-7.53563,3.348836
07-Oct-2023 23:54:40.813,-0.232766,-8.485105,1.628613
07-Oct-2023 23:54:40.914,3.715424,-9.275761,-0.114811
07-Oct-2023 23:54:41.014,4.556076,-10.712324,-1.175506
07-Oct-2023 23:54:41.115,7.008576,-11.826157,-5.228328
07-Oct-2023 23:54:41.215,0.019759,-14.107563,3.792663
07-Oct-2023 23:54:41.316,4.139193,-9.291628,-2.590812
07-Oct-2023 23:54:41.416,-0.406105,-5.360652,1.890419
07-Oct-2023 23:54:41.517,-0.419577,-4.840484,1.165027
07-Oct-2023 23:54:41.617,17.876126,-15.971936,-11.983181
07-Oct-2023 23:54:41.718,6.360723,-8.043972,6.564898
07-Oct-2023 23:54:41.818,-7.346722,-1.218017,7.37172
07-Oct-2023 23:54:41.919,6.359525,-15.776443,4.75127
07-Oct-2023 23:54:42.019,3.01533,-9.301657,2.472109
