Timestamp,X,Y,Z
07-Oct-2023 23:49:02.434,-0.789758,3.723058,9.326954
07-Oct-2023 23:49:02.533,-1.939217,4.248615,8.307574
07-Oct-2023 23:49:02.632,-1.478326,4.029471,8.643176
07-Oct-2023 23:49:02.732,-1.454076,3.883374,8.666977
07-Oct-2023 23:49:02.831,-2.238745,3.67396,10.546319
07-Oct-2023 23:49:02.930,-1.03375,3.747307,11.789783
07-Oct-2023 23:49:03.030,1.1782,1.994003,11.967763
07-Oct-2023 23:49:03.129,0.73572,0.968636,9.52649
07-Oct-2023 23:49:03.228,-0.577798,2.180815,6.560108
07-Oct-2023 23:49:03.328,-0.155527,2.549498,8.240813
07-Oct-2023 23:49:03.427,-0.008233,2.87073,8.222252
07-Oct-2023 23:49:03.526,-0.040566,3.477119,9.619746
07-Oct-2023 23:49:03.626,-0.928369,2.73601,12.499906
07-Oct-2023 23:49:03.725,-0.863105,2.497556,10.895842
07-Oct-2023 23:49:03.824,-1.393452,1.855092,8.119865
07-Oct-2023 23:49:03.924,-1.619333,1.588946,6.793922
07-Oct-2023 23:49:04.023,-2.007924,2.248175,7.476503
07-Oct-2023 23:49:04.122,-0.726739,2.982997,9.791738
07-Oct-2023 23:49:04.222,-1.028062,2.671046,11.220517
07-Oct-2023 23:49:04.321,0.612676,0.988694,11.958033
07-Oct-2023 23:49:04.420,1.42354,0.464185,10.538685
07-Oct-2023 23:49:04.520,0.948877,1.191073,7.369026
07-Oct-2023 23:49:04.619,0.276774,1.974394,6.956484
07-Oct-2023 23:49:04.718,-0.325274,1.770967,9.581874
07-Oct-2023 23:49:04.818,-1.382076,3.101101,10.641221
07-Oct-2023 23:49:04.917,-1.769321,2.091151,11.877201
07-Oct-2023 23:49:05.016,-0.886906,0.675994,11.081606
07-Oct-2023 23:49:05.116,0.082778,2.061064,8.144563
07-Oct-2023 23:49:05.215,0.200882,1.820664,6.797365
07-Oct-2023 23:49:05.314,-0.203726,2.427352,8.167615
07-Oct-2023 23:49:05.414,-0.487237,2.024989,12.116104
07-Oct-2023 23:49:05.513,-0.558189,1.184786,11.112292
07-Oct-2023 23:49:05.612,-0.433798,1.593736,10.852582
07-Oct-2023 23:49:05.712,0.914448,1.54359,10.908865
07-Oct-2023 23:49:05.811,0.221539,2.301763,6.637946
07-Oct-2023 23:49:05.910,-0.287552,3.086282,6.944808
07-Oct-2023 23:49:06.010,-0.6733,2.610422,10.054591
07-Oct-2023 23:49:06.109,-1.593586,0.952619,13.360766
07-Oct-2023 23:49:06.208,-0.421074,1.055904,11.184891
07-Oct-2023 23:49:06.308,-0.809666,1.158142,8.252189
07-Oct-2023 23:49:06.407,0.125888,2.301314,7.33325
07-Oct-2023 23:49:06.506,-0.892145,3.071613,7.124584
07-Oct-2023 23:49:06.606,-1.073717,2.50055,11.157947
07-Oct-2023 23:49:06.705,-0.647703,1.368903,13.173805
07-Oct-2023 23:49:06.804,1.015788,1.321751,11.259735
07-Oct-2023 23:49:06.904,1.296155,1.23089,9.149424
07-Oct-2023 23:49:07.003,0.487836,2.57285,6.610703
07-Oct-2023 23:49:07.102,-0.060025,2.752776,7.508985
07-Oct-2023 23:49:07.202,-0.231718,2.903662,8.989257
07-Oct-2023 23:49:07.301,-1.380579,2.335144,12.961696
07-Oct-2023 23:49:07.400,-0.981958,1.903891,11.104957
07-Oct-2023 23:49:07.500,-1.612597,1.321901,8.633896
07-Oct-2023 23:49:07.599,-1.380878,0.906066,7.922575
07-Oct-2023 23:49:07.698,-0.770897,2.831662,9.364077
07-Oct-2023 23:49:07.798,0.275278,2.95755,8.091573
07-Oct-2023 23:49:07.897,-0.289199,4.627776,6.854396
07-Oct-2023 23:49:07.996,-0.085921,4.160748,12.073743
07-Oct-2023 23:49:08.096,-0.314346,3.473227,10.577304
07-Oct-2023 23:49:08.195,-0.423769,1.973496,8.780291
07-Oct-2023 23:49:08.294,-0.409848,2.936294,7.856562
07-Oct-2023 23:49:08.394,-0.710722,3.286116,7.114855
07-Oct-2023 23:49:08.493,-0.47122,3.584745,7.234755
07-Oct-2023 23:49:08.592,-0.828826,3.458408,10.111174
07-Oct-2023 23:49:08.692,-1.678609,3.88068,12.176579
07-Oct-2023 23:49:08.791,-0.421224,2.287693,13.930481
07-Oct-2023 23:49:08.890,-2.086661,3.049309,6.50622
07-Oct-2023 23:49:08.990,0.054038,2.05328,9.767039
07-Oct-2023 23:49:09.089,-0.32707,2.786456,7.264693
07-Oct-2023 23:49:09.188,-0.248483,3.035089,9.262888
07-Oct-2023 23:49:09.288,-0.218695,3.587889,10.453063
07-Oct-2023 23:49:09.387,0.403261,2.549199,11.667936
07-Oct-2023 23:49:09.486,0.469424,1.314566,11.260035
07-Oct-2023 23:49:09.586,-0.176782,1.312171,9.608369
07-Oct-2023 23:49:09.685,0.670605,1.929488,8.561746
07-Oct-2023 23:49:09.784,1.530417,2.855911,6.430478
07-Oct-2023 23:49:09.884,0.148791,2.438579,9.072484
07-Oct-2023 23:49:09.983,0.397124,1.179098,11.924054
07-Oct-2023 23:49:10.082,-0.217348,1.471889,10.487641
07-Oct-2023 23:49:10.182,-0.736469,1.005609,9.852961
07-Oct-2023 23:49:10.281,-0.018561,0.82224,9.119037
07-Oct-2023 23:49:10.380,-0.185614,1.26472,9.278306
07-Oct-2023 23:49:10.480,0.109422,2.297722,7.421118
07-Oct-2023 23:49:10.579,-0.035476,2.100582,9.31453
07-Oct-2023 23:49:10.678,-1.444047,1.747466,10.817854
07-Oct-2023 23:49:10.778,1.225502,0.911604,13.627212
07-Oct-2023 23:49:10.877,-0.011526,0.853375,8.916508
07-Oct-2023 23:49:10.976,-0.188458,0.234113,9.016201
07-Oct-2023 23:49:11.076,-0.579146,0.949476,8.661588
07-Oct-2023 23:49:11.175,-0.112267,1.53386,8.371342
07-Oct-2023 23:49:11.275,-0.740211,1.579964,8.824599
07-Oct-2023 23:49:11.374,0.1681,1.774859,10.302326
07-Oct-2023 23:49:11.473,-0.396974,1.96197,10.957663
07-Oct-2023 23:49:11.573,-0.836161,2.51986,10.799143
07-Oct-2023 23:49:11.672,-1.093925,0.610131,11.540851
07-Oct-2023 23:49:11.771,0.144001,1.054258,9.561068
07-Oct-2023 23:49:11.871,-0.262853,1.295406,8.14606
07-Oct-2023 23:49:11.970,-1.226699,2.032174,7.937544
07-Oct-2023 23:49:12.069,-1.24062,2.33245,9.139095
07-Oct-2023 23:49:12.169,-0.926274,1.817371,11.923006
07-Oct-2023 23:49:12.268,-1.128204,0.358954,11.633209
07-Oct-2023 23:49:12.367,0.309856,1.088387,9.74758
07-Oct-2023 23:49:12.467,-0.200583,1.610351,8.789572
07-Oct-2023 23:49:12.566,0.737965,2.542313,7.769294
07-Oct-2023 23:49:12.665,-0.733774,2.949916,7.864346
07-Oct-2023 23:49:12.765,-0.520917,1.412163,11.593541
07-Oct-2023 23:49:12.864,-1.217718,2.494413,9.337133
07-Oct-2023 23:49:12.963,-1.374741,-0.275727,11.86807
07-Oct-2023 23:49:13.063,-0.613424,2.108815,7.266489
07-Oct-2023 23:49:13.162,-1.080902,1.831441,7.559729
07-Oct-2023 23:49:13.261,-1.631008,1.986818,7.932155
07-Oct-2023 23:49:13.361,-1.240919,2.550396,10.351723
07-Oct-2023 23:49:13.460,-2.101929,1.175056,12.712764
07-Oct-2023 23:49:13.559,-0.68303,1.613195,9.450897
07-Oct-2023 23:49:13.659,0.315993,1.17326,12.290641
07-Oct-2023 23:49:13.758,0.161065,1.200354,10.024803
07-Oct-2023 23:49:13.856,-0.174537,2.176773,6.882837
07-Oct-2023 23:49:13.957,0.120649,2.519261,8.06448
07-Oct-2023 23:49:14.056,-0.583636,1.670676,11.085647
07-Oct-2023 23:49:14.155,-2.595602,0.083975,12.179423
07-Oct-2023 23:49:14.255,-1.220712,-0.058528,11.566148
07-Oct-2023 23:49:14.354,-1.824706,1.183888,7.441176
07-Oct-2023 23:49:14.453,-1.456771,0.797841,7.823331
07-Oct-2023 23:49:14.553,-1.903591,1.122067,8.139324
07-Oct-2023 23:49:14.652,-1.634601,0.848735,10.87743
07-Oct-2023 23:49:14.751,-1.213227,1.666485,10.140513
07-Oct-2023 23:49:14.851,-0.98585,1.575474,10.942096
07-Oct-2023 23:49:14.950,-0.53873,-0.196841,13.172907
07-Oct-2023 23:49:15.049,0.759221,1.108146,9.533675
07-Oct-2023 23:49:15.149,-0.208217,1.893562,6.490353
07-Oct-2023 23:49:15.248,-0.560884,2.420916,7.032675
07-Oct-2023 23:49:15.347,0.070952,2.318978,8.953032
07-Oct-2023 23:49:15.447,0.133373,2.458637,10.519824
07-Oct-2023 23:49:15.546,-1.413211,1.907483,11.26707
07-Oct-2023 23:49:15.645,-0.322879,1.492247,12.245136
07-Oct-2023 23:49:15.745,-1.59149,2.22168,7.517517
07-Oct-2023 23:49:15.844,-1.170266,1.971251,8.060139
07-Oct-2023 23:49:15.943,-0.864452,1.750759,8.115973
07-Oct-2023 23:49:16.043,-0.263452,2.326163,9.192384
07-Oct-2023 23:49:16.142,-0.333956,2.412533,11.06993
07-Oct-2023 23:49:16.241,-1.202899,1.766477,10.94973
07-Oct-2023 23:49:16.341,0.232167,-0.245939,12.596156
07-Oct-2023 23:49:16.440,0.56268,2.462829,6.939569
07-Oct-2023 23:49:16.539,0.400717,3.025209,6.33827
07-Oct-2023 23:49:16.639,0.041613,2.977009,7.214547
07-Oct-2023 23:49:16.738,-0.422422,3.044519,9.325458
07-Oct-2023 23:49:16.837,-1.217418,3.079247,12.029734
07-Oct-2023 23:49:16.937,-2.42361,2.667902,12.037967
07-Oct-2023 23:49:17.036,-3.033143,1.229992,9.691896
07-Oct-2023 23:49:17.135,-1.276396,1.682352,8.185428
07-Oct-2023 23:49:17.235,-0.661474,1.857188,8.232431
07-Oct-2023 23:49:17.334,-0.857118,2.412383,8.510552
07-Oct-2023 23:49:17.433,-1.089884,2.617457,10.675051
07-Oct-2023 23:49:17.533,0.06721,2.219884,13.033846
07-Oct-2023 23:49:17.632,0.234113,1.833238,10.711425
07-Oct-2023 23:49:17.731,-0.055385,1.709894,8.526419
07-Oct-2023 23:49:17.831,-1.143472,1.044079,8.652457
07-Oct-2023 23:49:17.930,-0.416434,2.182911,8.082892
07-Oct-2023 23:49:18.029,-0.115709,2.292932,9.325458
07-Oct-2023 23:49:18.129,-1.037792,3.333119,9.953102
07-Oct-2023 23:49:18.228,-1.321302,2.495161,12.58463
07-Oct-2023 23:49:18.327,-1.961671,0.603246,9.219628
07-Oct-2023 23:49:18.427,-1.661844,1.573228,8.674312
07-Oct-2023 23:49:18.526,-0.550106,0.826431,9.923913
07-Oct-2023 23:49:18.625,-1.160537,2.352358,6.641838
07-Oct-2023 23:49:18.725,-1.018632,2.516567,8.596923
07-Oct-2023 23:49:18.824,-1.401236,2.698289,10.475366
07-Oct-2023 23:49:18.923,-1.111888,2.227518,11.868819
