Timestamp,latitude,longitude,altitude,speed,course,hacc
07-Oct-2023 21:21:42.999,32.72829,-97.11311,184.748,0,0,18.518
07-Oct-2023 21:21:43.999,32.72821,-97.11306,184.767,1.76,183.867,35.058
07-Oct-2023 21:21:44.999,32.72821,-97.11306,184.728,0,0,57.319
07-Oct-2023 21:21:45.999,32.7282,-97.11306,184.729,0,0,83.703
07-Oct-2023 21:21:46.999,32.72818,-97.11306,184.73,0,0,114.207
07-Oct-2023 21:21:47.999,32.72823,-97.11304,184.745,0.93,177.539,93.866
07-Oct-2023 21:21:48.999,32.72822,-97.11304,184.761,0.93,177.539,97.682
07-Oct-2023 21:21:49.999,32.72822,-97.11302,184.756,0,0,97.575
07-Oct-2023 21:21:50.999,32.72822,-97.11302,184.759,0,0,124.301
07-Oct-2023 21:21:51.999,32.72822,-97.11302,184.759,0.015,0,200
07-Oct-2023 21:22:06.516,32.72819,-97.11305,189.52,0,0,35
07-Oct-2023 21:22:18.516,32.72826,-97.11318,189.58,0,0,37
07-Oct-2023 21:22:22.042,32.72827,-97.1132,189.589,0,0,37
