Timestamp,latitude,longitude,altitude,speed,course,hacc
07-Oct-2023 23:54:36.000,32.72723,-97.1112,186.306,0,357.891,4.263
07-Oct-2023 23:54:37.000,32.72722,-97.11121,187.137,0.2,280.547,3.58
07-Oct-2023 23:54:38.000,32.72722,-97.11122,187.088,0.2,268.594,3.536
07-Oct-2023 23:54:39.000,32.72722,-97.11124,186.509,0.72,261.914,3.536
07-Oct-2023 23:54:40.000,32.72722,-97.11125,185.999,1.14,267.891,3.536
07-Oct-2023 23:54:41.000,32.72722,-97.11127,185.924,1.14,273.516,3.536
07-Oct-2023 23:54:41.999,32.72723,-97.11128,185.363,1.14,281.602,3.536
07-Oct-2023 23:54:43.000,32.72723,-97.11129,185.363,1.14,281.602,4.623
07-Oct-2023 23:54:44.000,32.72723,-97.11131,185.73,1.15,284.766,4.623
07-Oct-2023 23:54:45.000,32.72723,-97.11132,185.43,1.15,279.492,4.623
07-Oct-2023 23:54:46.000,32.72724,-97.11133,185.465,1,277.383,4.623
07-Oct-2023 23:54:47.000,32.72724,-97.11134,185.581,1.09,274.922,4.623
07-Oct-2023 23:54:48.000,32.72724,-97.11136,185.04,1.09,277.383,4.623
07-Oct-2023 23:54:49.000,32.72725,-97.11137,184.948,1.09,277.383,4.623
07-Oct-2023 23:54:50.000,32.72725,-97.11138,185.055,1,277.383,4.623
07-Oct-2023 23:54:51.000,32.72725,-97.1114,185.739,1.14,275.977,4.623
07-Oct-2023 23:54:52.000,32.72725,-97.11141,186.104,1.1,269.648,4.623
07-Oct-2023 23:54:53.000,32.72726,-97.11142,186.729,1.14,266.836,4.623
07-Oct-2023 23:54:54.000,32.72726,-97.11143,186.405,1.1,272.461,4.623
07-Oct-2023 23:54:55.000,32.72727,-97.11144,186.637,0.71,280.547,4.623
07-Oct-2023 23:54:56.000,32.72727,-97.11145,187.52,0.98,280.898,4.623
07-Oct-2023 23:54:57.000,32.72728,-97.11146,188.269,0.98,278.086,4.348
07-Oct-2023 23:54:58.000,32.72729,-97.11148,189.324,1.1,280.195,4.348
07-Oct-2023 23:54:59.000,32.72729,-97.11149,190.159,1.17,270.352,4.348
